公司,事业部,员工ID,姓名,出行方式,任务审核状态
公司_0,事业部_5,20242399,姓名_449,公共交通,已完成
公司_0,事业部_13,20242414,姓名_450,电动车,已完成
公司_0,事业部_9,20242442,姓名_451,电动车,已完成
公司_0,事业部_9,20242526,姓名_452,电动车,已完成
公司_0,事业部_12,20242676,姓名_453,电动车,已完成
公司_0,事业部_1,20242716,姓名_454,电动车,已完成
公司_0,事业部_11,20242759,姓名_456,电动车,已完成
公司_0,事业部_4,20242888,姓名_459,电动车,已完成
公司_0,事业部_5,20242948,姓名_461,公共交通,已完成
公司_0,事业部_6,20243191,姓名_465,电动车,已完成
公司_0,事业部_6,20243192,姓名_466,电动车,已完成
公司_0,事业部_5,20243210,姓名_467,电动车,已完成
公司_0,事业部_1,20243247,姓名_468,电动车,已完成
公司_0,事业部_5,20243284,姓名_470,公共交通,已完成
公司_0,事业部_5,20243285,姓名_471,公共交通,已完成
公司_0,事业部_7,20243306,姓名_472,摩托车,已完成
公司_0,事业部_3,20243318,姓名_473,电动车,已完成
公司_0,事业部_5,20243322,姓名_474,公共交通,已完成
公司_0,事业部_6,20243372,姓名_475,电动车,已完成
公司_0,事业部_7,20243386,姓名_476,摩托车,已完成
公司_0,事业部_2,20243402,姓名_478,公共交通,已完成
公司_0,事业部_5,20243466,姓名_480,电动车,已完成
公司_0,事业部_6,20243486,姓名_481,电动车,已完成
公司_0,事业部_13,20243583,姓名_483,电动车,已完成
公司_0,事业部_9,20243625,姓名_485,电动车,已完成
公司_0,事业部_12,20243629,姓名_486,公共交通,已完成
公司_0,事业部_4,20243665,姓名_487,电动车,已完成
公司_0,事业部_6,20243671,姓名_488,电动车,已完成
公司_0,事业部_10,20243706,姓名_489,电动车,已完成
公司_0,事业部_9,20243727,姓名_490,公共交通,已完成
公司_0,事业部_3,20243742,姓名_492,电动车,已完成
公司_0,事业部_7,20243768,姓名_493,电动车,已完成
公司_0,事业部_5,20243817,姓名_495,公共交通,已完成
公司_0,事业部_4,20243843,姓名_497,电动车,已完成
公司_0,事业部_3,20243881,姓名_498,电动车,已完成
公司_0,事业部_7,20243925,姓名_499,公共交通,已完成
公司_0,事业部_9,20243936,姓名_500,电动车,已完成
公司_0,事业部_11,20243955,姓名_501,电动车,已完成
公司_0,事业部_1,20243976,姓名_503,电动车,待审核
公司_0,事业部_8,20244079,姓名_508,电动车,已完成
公司_0,事业部_11,20244144,姓名_511,电动车,已完成
公司_0,事业部_1,20244151,姓名_512,电动车,已完成
公司_0,事业部_13,20244291,姓名_516,电动车,已完成
公司_0,事业部_6,20244503,姓名_522,电动车,已完成
公司_0,事业部_8,20244509,姓名_524,公共交通,已完成
公司_0,事业部_3,20244520,姓名_525,电动车,已完成
公司_0,事业部_5,20244544,姓名_526,公共交通,已完成
公司_0,事业部_0,20244595,姓名_531,电动车,已完成
公司_0,事业部_0,20244596,姓名_532,电动车,已完成
公司_0,事业部_8,20244624,姓名_533,电动车,已完成
公司_0,事业部_5,20244626,姓名_534,公共交通,已完成
公司_0,事业部_3,20244629,姓名_535,电动车,已完成
公司_0,事业部_3,20244632,姓名_536,电动车,已完成
公司_0,事业部_3,20244633,姓名_537,电动车,已完成
公司_0,事业部_9,20244641,姓名_538,公共交通,已完成
公司_0,事业部_1,20244673,姓名_541,电动车,已完成
公司_0,事业部_7,20244686,姓名_542,电动车,已完成
公司_0,事业部_3,20244707,姓名_543,电动车,已完成
公司_0,事业部_8,20244817,姓名_545,电动车,已完成
公司_0,事业部_13,20244871,姓名_549,电动车,已完成
公司_0,事业部_3,20244879,姓名_550,电动车,已完成
公司_0,事业部_13,20244917,姓名_551,电动车,已完成
公司_0,事业部_9,20245067,姓名_554,电动车,已完成
公司_0,事业部_7,20245110,姓名_558,电动车,已完成
公司_0,事业部_13,20245112,姓名_559,电动车,已完成
公司_0,事业部_5,20245212,姓名_561,公共交通,已完成
公司_0,事业部_5,20245236,姓名_562,公共交通,已完成
公司_0,事业部_11,20245247,姓名_563,电动车,已完成
公司_0,事业部_3,20245253,姓名_564,电动车,已完成
公司_0,事业部_3,20245339,姓名_566,电动车,已完成
公司_0,事业部_3,20245681,姓名_571,电动车,已完成
公司_0,事业部_9,20245760,姓名_573,电动车,已完成
公司_0,事业部_5,20246087,姓名_574,公共交通,已完成
公司_0,事业部_3,20246101,姓名_575,电动车,已完成
公司_0,事业部_2,20246225,姓名_576,公共交通,已完成
公司_0,事业部_5,20246361,姓名_577,电动车,已完成
公司_0,事业部_13,20246415,姓名_578,电动车,已完成
公司_0,事业部_3,20246474,姓名_579,电动车,已完成
公司_0,事业部_3,20246660,姓名_580,电动车,待审核
公司_0,事业部_5,20246821,姓名_581,公共交通,已完成
公司_0,事业部_3,20247026,姓名_584,电动车,已完成
公司_0,事业部_5,20247068,姓名_586,公共交通,已完成
公司_0,事业部_9,20247087,姓名_587,电动车,已完成
公司_0,事业部_3,20247116,姓名_451,电动车,已完成
公司_0,事业部_3,20247123,姓名_588,电动车,已完成
公司_0,事业部_1,20247159,姓名_589,电动车,已完成
公司_0,事业部_3,20247235,姓名_590,电动车,已完成
公司_0,事业部_9,20247236,姓名_591,电动车,已完成
公司_0,事业部_5,20247304,姓名_592,公共交通,已完成
公司_0,事业部_5,20247388,姓名_593,公共交通,已完成
公司_0,事业部_11,20247416,姓名_594,电动车,已完成
公司_0,事业部_9,20247475,姓名_595,电动车,已完成
公司_0,事业部_1,20247496,姓名_596,电动车,已完成
公司_0,事业部_1,20247512,姓名_597,电动车,已完成
公司_0,事业部_5,20247531,姓名_598,电动车,已完成
公司_0,事业部_5,20247575,姓名_599,公共交通,已完成
公司_0,事业部_2,20247577,姓名_600,电动车,已完成
公司_0,事业部_3,20247630,姓名_601,电动车,已完成
公司_0,事业部_8,20247659,姓名_602,电动车,已完成
公司_0,事业部_9,20247780,姓名_603,公共交通,待审核
公司_0,事业部_8,20247797,姓名_604,电动车,已完成
公司_0,事业部_12,20247832,姓名_605,电动车,已完成
公司_0,事业部_11,20247834,姓名_606,电动车,已完成
公司_0,事业部_8,20247877,姓名_607,公共交通,已完成
公司_0,事业部_3,20247892,姓名_608,电动车,已完成
公司_0,事业部_7,20247940,姓名_609,电动车,已完成
公司_0,事业部_8,20247951,姓名_610,公共交通,已完成
公司_0,事业部_12,20248161,姓名_611,电动车,已完成
公司_0,事业部_2,20248169,姓名_612,公共交通,已完成
公司_0,事业部_9,20248233,姓名_613,公共交通,已完成
公司_0,事业部_11,20248390,姓名_614,电动车,已完成
公司_0,事业部_9,20248447,姓名_615,电动车,已完成
公司_0,事业部_3,20248758,姓名_618,电动车,已完成
公司_0,事业部_3,20248782,姓名_620,电动车,已完成
公司_0,事业部_4,20248783,姓名_621,电动车,已完成
公司_0,事业部_3,20248784,姓名_622,电动车,已完成
公司_0,事业部_9,20248793,姓名_623,电动车,已完成
公司_0,事业部_8,20248817,姓名_624,公共交通,已完成
公司_0,事业部_8,20248860,姓名_625,公共交通,已完成
公司_0,事业部_7,20248881,姓名_626,电动车,已完成
公司_0,事业部_4,20248965,姓名_630,电动车,已完成
公司_0,事业部_4,20248966,姓名_631,电动车,已完成
公司_0,事业部_1,20249128,姓名_632,电动车,已完成
公司_0,事业部_9,20249136,姓名_633,公共交通,待审核
公司_0,事业部_7,20249156,姓名_634,电动车,已完成
公司_0,事业部_4,20249164,姓名_636,电动车,已完成
公司_0,事业部_5,20249179,姓名_637,汽车,已完成
公司_0,事业部_3,20249180,姓名_638,电动车,已完成
公司_0,事业部_5,20249198,姓名_641,公共交通,已完成
公司_0,事业部_3,20249220,姓名_646,电动车,已完成
公司_0,事业部_5,20249268,姓名_652,汽车,已完成
公司_0,事业部_7,20249328,姓名_658,电动车,已完成
公司_0,事业部_3,20249345,姓名_659,电动车,已完成
公司_0,事业部_3,20249353,姓名_660,电动车,已完成
公司_0,事业部_4,20249354,姓名_661,电动车,已完成
公司_0,事业部_1,20249357,姓名_662,公共交通,已完成
公司_0,事业部_7,20249361,姓名_663,电动车,已完成
公司_0,事业部_7,20249363,姓名_664,电动车,已完成
公司_0,事业部_4,20249380,姓名_667,电动车,已完成
公司_0,事业部_8,20249397,姓名_669,公共交通,已完成
公司_0,事业部_11,20249400,姓名_670,公共交通,已完成
公司_0,事业部_1,20249437,姓名_673,公共交通,已完成
公司_0,事业部_9,20249502,姓名_683,电动车,已完成
公司_0,事业部_4,20249513,姓名_686,电动车,已完成
公司_0,事业部_3,20249568,姓名_690,电动车,已完成
公司_0,事业部_3,20249569,姓名_691,电动车,已完成
公司_0,事业部_3,20249570,姓名_692,电动车,已完成
公司_0,事业部_7,20249593,姓名_699,电动车,已完成
公司_0,事业部_7,20249597,姓名_701,电动车,已完成
公司_0,事业部_4,20249599,姓名_702,电动车,已完成
公司_0,事业部_4,20249600,姓名_703,公共交通,已完成
公司_0,事业部_4,20249602,姓名_704,电动车,已完成
公司_0,事业部_4,20249620,姓名_705,公共交通,已完成
公司_0,事业部_11,20249700,姓名_717,汽车,已完成
公司_0,事业部_11,20249703,姓名_719,电动车,已完成
公司_0,事业部_7,20249716,姓名_723,电动车,已完成
公司_0,事业部_11,20249735,姓名_726,电动车,已完成
公司_0,事业部_5,20249744,姓名_730,电动车,已完成
公司_0,事业部_7,20249791,姓名_740,电动车,已完成
